0.014259,0.307419,0.342257,0.362517
0.022531,0.454625,0.418119,0.461568
0.039584,0.569045,0.435336,0.298413
0.056899,0.250843,0.141739,0.069593
0.07435,0.103376,0.099701,-0.005417
0.091391,0.1878,0.083573,0.096395
0.109255,-0.012749,-0.214205,0.08451
0.12619,-0.095635,-0.188563,-0.00017
0.143451,-0.015607,-0.169393,0.066975
0.160819,0.076446,0.058181,0.083614
0.177764,0.101962,-0.076514,0.111985
0.195384,0.016324,-0.099854,0.087653
0.212886,-0.186322,-0.112055,-0.073265
0.229994,-0.086265,-0.085141,-0.140849
0.264485,0.100832,0.115684,0.090287
0.281722,0.091515,0.130877,0.204011
0.299469,-0.006434,0.171361,0.154101
0.316453,-0.073502,0.03026,-0.150153
0.333445,0.30714,-0.231735,-0.393743
0.350795,0.2538,-0.254356,-0.453929
0.385171,-0.059394,-0.047974,0.01676
0.403091,-0.054639,0.010769,0.221729
0.419634,-0.097524,0.038917,0.135033
0.437318,0.042757,-0.047863,0.078164
0.453727,0.234847,-0.163937,-0.037655
0.470502,0.268567,-0.245803,-0.041991
0.48797,0.335064,-0.260188,-0.025035
0.505355,0.481306,-0.124728,0.056917
0.522306,0.342067,-0.055399,-0.003478
0.539626,0.203135,0.053675,-0.057126
0.556955,0.294209,0.095159,-0.10805
0.574364,0.45269,0.22253,0.052475
0.591735,0.415268,0.313142,0.084036
0.61091,0.375387,0.21191,0.045102
0.626138,0.148979,0.203706,-0.091621
0.643748,0.014587,0.267197,-0.054282
0.660813,0.119541,0.236723,-0.001321
0.678119,0.164478,0.243009,0.048844
0.696011,0.190149,0.40195,0.164284
0.712819,0.11984,0.365759,0.113622
0.730045,0.079177,0.503834,0.049538
0.747138,-0.023854,0.769325,0.140773
0.764436,0.012422,1.117876,0.427689
0.781753,-0.120153,1.249179,0.54043
0.798966,-0.278948,1.266461,0.512684
0.816501,-0.226488,1.276564,0.513034
0.833475,-0.156705,1.147257,0.512402
0.850697,-0.144184,1.128394,0.484842
0.868136,-0.214883,1.168527,0.315166
0.885091,0.027669,1.174928,0.029037
0.902517,0.141297,1.012567,0.034723
0.919674,0.274513,1.002262,0.052759
0.937026,0.126182,0.962274,-0.127129
0.953967,-0.127854,0.948547,-0.252316
0.970999,-0.406895,1.015577,-0.695038
0.987651,0.160281,0.796415,-0.860422
1.004953,0.355185,0.797967,-0.765382
1.022475,0.327311,0.870027,-0.68522
1.039625,0.46872,0.816534,-0.766494
1.056995,0.618027,0.635426,-1.026076
1.074196,0.45458,0.468313,-1.105365
1.091706,0.570767,0.335446,-1.277983
1.110837,0.556585,0.454393,-1.457879
1.126112,0.635951,0.246888,-1.772933
1.146326,0.70435,0.324503,-1.776509
1.161184,1.006509,0.352937,-1.92662
1.178184,0.870515,0.165385,-2.744117
1.195421,0.394946,0.285223,-2.276791
1.211847,1.218661,-1.503413,-1.322754
1.229999,0.916858,-2.635883,-2.649815
1.247397,0.543537,-3.060057,-2.984399
1.264481,0.308823,-4.389831,-3.95687
1.281757,0.850806,-5.552762,-3.90759
1.298949,1.032642,-5.816445,-3.233817
1.31589,0.634769,-5.568419,-2.865687
1.333558,-0.248595,-5.604296,-2.768581
1.350686,-0.701566,-5.675187,-2.505365
1.367874,-0.900241,-5.189247,-2.131347
1.384662,-1.242214,-4.562666,-1.610264
1.402444,-3.084428,-2.902186,-0.596933
1.419613,-3.786872,-1.863887,-0.140367
1.436994,-3.775769,-1.376693,0.086249
1.45399,-3.512652,-1.050717,0.190858
1.470858,-2.693639,-1.442456,-0.043339
1.487642,-2.393239,-1.497764,-0.160786
1.504997,-2.186503,-1.65692,-0.357405
1.522193,-2.287599,-2.096793,-1.261262
1.539724,-2.200071,-1.962872,-1.161327
1.557499,-2.433068,-1.842591,-1.012446
1.574398,-2.884665,-1.286332,-0.726314
1.591873,-3.4332,-0.655423,-0.442324
1.611913,-3.551676,0.593051,0.222018
1.645166,-2.909371,1.562287,1.03306
1.662289,-2.392241,1.485664,1.064908
1.678102,-2.082125,1.548854,1.229384
1.695449,-2.230571,1.446639,0.911387
1.712777,-2.276002,1.267213,0.636085
1.729138,-1.633545,1.541964,0.509187
1.747298,-0.948658,1.582111,0.605066
1.764482,-0.889149,1.70054,0.028126
1.781505,-0.917537,1.902255,-0.238958
1.798151,-0.502248,2.682302,0.264874
1.816478,-0.248622,2.744918,0.793347
1.833426,-0.178391,3.648979,1.794796
1.850757,-0.159769,3.841884,1.8743
1.866972,-0.491826,3.367114,1.611927
1.885044,0.064462,2.299332,0.939102
1.902544,0.209628,2.345369,0.462392
1.919603,-0.049925,3.036816,0.340658
1.937085,0.058229,3.089251,0.650333
1.954127,0.706971,3.465498,1.760119
1.970898,0.859845,3.431635,1.67729
1.987581,1.289143,3.200509,1.198503
2.004976,1.219005,3.250752,0.853566
2.02218,1.460303,3.244887,1.103764
2.039529,1.69783,3.144236,1.752672
2.056924,1.492549,2.932459,2.095555
2.074314,1.257286,3.480311,2.557367
2.091475,1.384877,3.419021,2.673736
2.108777,1.860561,3.584257,3.032658
2.126259,1.760585,3.85714,2.640397
2.143885,1.721109,3.511942,2.428933
2.160759,2.276068,2.865768,2.152671
2.17821,2.860367,2.432874,1.396875
2.195559,2.889609,2.157869,1.339421
2.212406,2.914211,2.362818,1.656901
2.229936,2.947491,2.98767,2.336406
2.247172,3.512784,3.410192,2.494374
2.264433,3.69703,3.337575,2.296058
2.281307,3.470045,2.787624,1.506884
2.298961,1.930984,2.239868,0.140749
2.316104,1.370913,1.589948,-0.245656
2.333382,2.749196,0.444942,-0.491141
2.350074,3.413905,1.074925,-0.377832
2.368008,3.501236,0.864032,0.102946
2.385042,2.718824,0.331028,-0.024825
2.402458,1.48548,0.536098,-0.926229
2.419563,1.794962,-0.214065,-1.349981
2.436982,2.713766,-1.143565,-0.944598
2.453712,3.468047,-2.226097,-1.099334
2.470446,1.770233,-2.323616,-2.20988
2.495049,0.497529,-2.565373,-2.543261
2.50505,0.81867,-2.446379,-2.453056
2.522215,1.41904,-2.108947,-1.941819
2.539627,1.853143,-2.391849,-1.629313
2.5631,0.868575,-3.590746,-2.943094
2.574231,0.386136,-3.628814,-3.02208
2.591611,-0.448966,-3.206702,-2.822298
2.608997,-1.032869,-2.447021,-2.406227
2.629554,-1.207401,-2.585398,-2.071474
